activation_id,sphere,expected_amount,actual_amount,actual_contribution_source_id,formula,strength,family_weight,target_weight,polarity_modifier,amount_delta,status
t2n__URANUS__TRINE__SATURN,crisis_transformation_control,0.463,0.463,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.6,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,home_family_roots,0.3858,0.3858,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.5,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,inner_background_unconscious,0.3858,0.3858,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.5,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,money_security_resources,0.463,0.463,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.6,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,relationships_partnership,0.2315,0.2315,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,0.3,1.0,0.0,ok
t2n__URANUS__TRINE__SATURN,work_status_achievement,0.7716,0.7716,t2n__URANUS__TRINE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.7716,1.0,1.0,1.0,0.0,ok
t2n__URANUS__TRINE__VENUS,home_family_roots,0.1273,0.1273,t2n__URANUS__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.3183,1.0,0.4,1.0,0.0,ok
t2n__URANUS__TRINE__VENUS,money_security_resources,0.2546,0.2546,t2n__URANUS__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.3183,1.0,0.8,1.0,0.0,ok
t2n__URANUS__TRINE__VENUS,relationships_partnership,0.3183,0.3183,t2n__URANUS__TRINE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.3183,1.0,1.0,1.0,0.0,ok
t2n__VENUS__SEMI_SEXTILE__JUPITER,meaning_expansion_vector,0.1214,0.1214,t2n__VENUS__SEMI_SEXTILE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1735,1.0,1.0,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__JUPITER,money_security_resources,0.085,0.085,t2n__VENUS__SEMI_SEXTILE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1735,1.0,0.7,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__JUPITER,thinking_speech_learning,0.0486,0.0486,t2n__VENUS__SEMI_SEXTILE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1735,1.0,0.4,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__JUPITER,work_status_achievement,0.0364,0.0364,t2n__VENUS__SEMI_SEXTILE__JUPITER,strength * family_weight * target_weight * polarity_modifier,0.1735,1.0,0.3,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,body_energy_health,0.0098,0.0098,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.5,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,crisis_transformation_control,0.0118,0.0118,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.6,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,home_family_roots,0.0098,0.0098,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.5,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,inner_background_unconscious,0.0098,0.0098,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.5,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,money_security_resources,0.0118,0.0118,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.6,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,relationships_partnership,0.0059,0.0059,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,0.3,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__SATURN,work_status_achievement,0.0196,0.0196,t2n__VENUS__SEMI_SEXTILE__SATURN,strength * family_weight * target_weight * polarity_modifier,0.028,1.0,1.0,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__VENUS,home_family_roots,0.0488,0.0488,t2n__VENUS__SEMI_SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.1744,1.0,0.4,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__VENUS,money_security_resources,0.0977,0.0977,t2n__VENUS__SEMI_SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.1744,1.0,0.8,0.7,0.0,ok
t2n__VENUS__SEMI_SEXTILE__VENUS,relationships_partnership,0.1221,0.1221,t2n__VENUS__SEMI_SEXTILE__VENUS,strength * family_weight * target_weight * polarity_modifier,0.1744,1.0,1.0,0.7,0.0,ok
tih__JUPITER__2,money_security_resources,0.56,0.56,tih__JUPITER__2,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__MARS__12,inner_background_unconscious,0.56,0.56,tih__MARS__12,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__MERCURY__1,body_energy_health,0.56,0.56,tih__MERCURY__1,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__MOON__10,work_status_achievement,0.56,0.56,tih__MOON__10,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__NEPTUNE__10,work_status_achievement,0.56,0.56,tih__NEPTUNE__10,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__PLUTO__8,crisis_transformation_control,0.56,0.56,tih__PLUTO__8,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__PLUTO__8,inner_background_unconscious,0.56,0.56,tih__PLUTO__8,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__PLUTO__8,money_security_resources,0.56,0.56,tih__PLUTO__8,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__SATURN__10,work_status_achievement,0.56,0.56,tih__SATURN__10,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__SUN__1,body_energy_health,0.56,0.56,tih__SUN__1,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__URANUS__12,inner_background_unconscious,0.56,0.56,tih__URANUS__12,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
tih__VENUS__2,money_security_resources,0.56,0.56,tih__VENUS__2,strength * family_weight * target_weight * polarity_modifier,1.0,1.0,0.8,0.7,0.0,ok
